"Sheet","Row ID","ID","Wave","Assigned To","Website Page/URL","Section","Content Gap","Priority","Content Needed","Specific Details Required","Existing on Site?","Existing Internally?","Source/Person to Contact","File/URL Available","Asset Type","Public Permission/Clearance","Recommended Website Use","Status","Notes","Project Name","Kind","Year Started","Year Ended/Ongoing","Location","Theme","Short Description","Key Numbers","Partners","Funder","Available Photos","Available Report","Available Video","Available Media Coverage","Website Status","Missing Information","Source","Organisation","Type of Partner","Project/Campaign","Year(s)","Nature of Association","Logo Available","Permission to Display","Existing Website Mention","Missing Content","Should this be publicly featured?","Institution Name","City","State","Programme/Project","Year","Number of Students/Participants","Key Activity","Photos Available","Permission Available","Website Use Recommendation","Metric","Current Number on Website","Correct/Verified Number?","Year/Period","Source of Data","Supporting Document","Needs Updating?","Website Page(s) Using It","Asset Needed","Related Project/Page","Description","Approximate Year","Preferred Orientation","Minimum Quality Needed","Source/Photographer","File Available?","Rights/Credit Confirmed?","Alt text (REQUIRED - build refuses a frame without it)","Credit line (REQUIRED - e.g. 'Swechha archive')","Genuine photograph? (confirm - 25 synthetic frames were withdrawn on 22 Aug)","Link to file (Drive/Dropbox) or filename once supplied","Title","Type","Date","Author/Speaker","Publication/Platform","Topic","URL/File","Relevant Swechha Page","Permission/Copyright Status","Recommended Use","File","Alt text (already written)","Credit","Tags","Pixels","Rendering note","Used on which built pages","Usable?"
"05 · Impact numbers","05-045","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Tree survival rate","NOT PUBLISHED — cannot be, planted total unrecorded","N/A","TO COLLECT","Monsoon Wooding's own declared hole","NONE","YES — needs the planted total and the counting interval","/work/campaigns/monsoon-wooding","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"05 · Impact numbers","05-046","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Fellows to date","NOT PUBLISHED","~150 implied (10/year since 2010) but never stated as a cumulative figure","since 2010","Derived from the published '10 fellowships each year'","NONE","YES — a cumulative fellow count, and the length of a fellowship year, are both unstated","/work/projects/influence","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"05 · Impact numbers","05-047","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Volunteers, annually","10,000","Published, but dated to the year the programme started","since 2010","SOURCE-FACTS §84","NONE","YES — the page's own hole says it cannot say which of the five volunteering figures is still true","/work/projects/influence, /impact","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"06 · Photos","06-001","","","","","","","CRITICAL","","","","","","","","","","NOT STARTED","","","","","","Uttarakhand / Rajasthan / Gujarat / Himachal","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Gram Anubhav — shramdaan","/work/journeys/gram-anubhav","Villagers and students working together on a shared task","any","Landscape","2000px long edge, EXIF intact","Facilitators' phones; journey leads","NO — all 12 filed frames were withdrawn as synthetic","Owner has permitted use of Swechha photographs (ruling W-14, 21 Aug 2026); check separately for identifiable minors","","","","","","","","","","","","","","","","","","","","","",""
"06 · Photos","06-002","","","","","","","CRITICAL","","","","","","","","","","NOT STARTED","","","","","","as above","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Gram Anubhav — village interaction","/work/journeys/gram-anubhav","A group in conversation with village hosts","any","Landscape","2000px","Facilitators","NO","Owner has permitted use of Swechha photographs (ruling W-14, 21 Aug 2026); check separately for identifiable minors","","","","","","","","","","","","","","","","","","","","","",""
"06 · Photos","06-003","","","","","","","CRITICAL","","","","","","","","","","NOT STARTED","","","","","","as above","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Gram Anubhav — home visit","/work/journeys/gram-anubhav","Inside a host household","any","Landscape or portrait","2000px","Facilitators","NO","CONSENT REQUIRED — private home","","","","","","","","","","","","","","","","","","","","","",""
"06 · Photos","06-004","","","","","","","HIGH","","","","","","","","","","NOT STARTED","","","","","","as above","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Gram Anubhav — cultural evening","/work/journeys/gram-anubhav","An evening gathering, music or performance","any","Landscape","2000px","Facilitators","NO","Owner has permitted use of Swechha photographs (ruling W-14, 21 Aug 2026); check separately for identifiable minors","","","","","","","","","","","","","","","","","","","","","",""
"06 · Photos","06-005","","","","","","","CRITICAL","","","","","","","","","","NOT STARTED","","","","","","Sariska Tiger Reserve, Rajasthan","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NatureScapes — Sariska","/work/journeys/naturescapes","A Swechha group on a Sariska journey","any","Landscape","2000px","Journey leads","NO — only stock, refused by the build","Owner has permitted use of Swechha photographs (ruling W-14, 21 Aug 2026); check separately for identifiable minors","","","","","","","","","","","","","","","","","","","","","",""
"06 · Photos","06-006","","","","","","","CRITICAL","","","","","","","","","","NOT STARTED","","","","","","Ranthambore, Rajasthan","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NatureScapes — Ranthambore","/work/journeys/naturescapes","A Swechha group on a Ranthambore journey","any","Landscape","2000px","Journey leads","NO — only stock","Owner has permitted use of Swechha photographs (ruling W-14, 21 Aug 2026); check separately for identifiable minors","","","","","","","","","","","","","","","","","","","","","",""
"06 · Photos","06-007","","","","","","","CRITICAL","","","","","","","","","","NOT STARTED","","","","","","Uttarakhand / Himachal","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NatureScapes — Mukteshwar / Sirmaur","/work/journeys/naturescapes","A Swechha group in the Himalayan destinations","any","Landscape","2000px","Journey leads","NO — only stock","Owner has permitted use of Swechha photographs (ruling W-14, 21 Aug 2026); check separately for identifiable minors","","","","","","","","","","","","","","","","","","","","","",""
"06 · Photos","06-008","","","","","","","HIGH","","","","","","","","","","NOT STARTED","","","","","","Uttarakhand","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NatureScapes — Jim Corbett","/work/journeys/naturescapes","A Swechha group at Corbett","any","Landscape","2000px","Journey leads","NO — only stock","Owner has permitted use of Swechha photographs (ruling W-14, 21 Aug 2026); check separately for identifiable minors","","","","","","","","","","","","","","","","","","","","","",""
"06 · Photos","06-009","","","","","","","HIGH","","","","","","","","","","NOT STARTED","","","","","","West Bengal","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NatureScapes — Sunderbans","/work/journeys/naturescapes","A Swechha group in the mangroves","any","Landscape","2000px","Journey leads","NO — only stock","Owner has permitted use of Swechha photographs (ruling W-14, 21 Aug 2026); check separately for identifiable minors","","","","","","","","","","","","","","","","","","","","","",""
"06 · Photos","06-010","","","","","","","HIGH","","","","","","","","","","NOT STARTED","","","","","","Rajasthan","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NatureScapes — Jaisalmer","/work/journeys/naturescapes","A Swechha group in the desert","any","Landscape","2000px","Journey leads","NO — only stock","Owner has permitted use of Swechha photographs (ruling W-14, 21 Aug 2026); check separately for identifiable minors","","","","","","","","","","","","","","","","","","","","","",""
"06 · Photos","06-011","","","","","","","CRITICAL","","","","","","","","","","NOT STARTED","","","","","","Vasant Kunj, New Delhi","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Eco Action — Vasant Kunj park BEFORE","/work/projects/eco-action","The park at ~5% green cover, before restoration","~2010-2015","Landscape","Any usable resolution — an old phone photo is fine","Project files / founder archive","NO","Owner has permitted use of Swechha photographs (ruling W-14, 21 Aug 2026); check separately for identifiable minors","","","","","","","","","","","","","","","","","","","","","",""
"06 · Photos","06-012","","","","","","","CRITICAL","","","","","","","","","","NOT STARTED","","","","","","Vasant Kunj, New Delhi","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Eco Action — Vasant Kunj park AFTER","/work/projects/eco-action","The same viewpoint at ~90% green cover","current","Landscape","2400px","Can be shot fresh — the park still exists","NO","Owner has permitted use of Swechha photographs (ruling W-14, 21 Aug 2026); check separately for identifiable minors","","","","","","","","","","","","","","","","","","","","","",""
"06 · Photos","06-013","","","","","","","CRITICAL","","","","","","","","","","NOT STARTED","","","","","","Delhi NCR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Eco Action — a butterfly park","/work/projects/eco-action","One of the 70+ butterfly parks","current","Landscape","2400px","Can be shot fresh","NO","Owner has permitted use of Swechha photographs (ruling W-14, 21 Aug 2026); check separately for identifiable minors","","","","","","","","","","","","","","","","","","","","","",""
